date,value
01-01-2020,6.683708566884795
01-02-2020,6.249453127993137
01-03-2020,6.4394305837932535
01-04-2020,6.6720901483307955
01-05-2020,6.338429962112049
01-06-2020,6.61019836179479
01-07-2020,6.93721443485759
01-08-2020,6.261782796580408
01-09-2020,6.25006862948708
01-10-2020,6.758948509293566
01-11-2020,6.178454133789229
01-12-2020,6.318515409723574
01-13-2020,6.830546170674904
01-14-2020,6.172397362243821
01-15-2020,6.398531632807132
01-16-2020,7.006856826490655
01-17-2020,7.0938164206814065
01-18-2020,6.649730709756922
01-19-2020,6.25010761168085
01-20-2020,6.278727586783674
01-21-2020,6.496668628993751
01-22-2020,6.270991796072876
01-23-2020,6.370234719879331
01-24-2020,7.1006592776631425
01-25-2020,6.814642616506129
01-26-2020,6.300949023928673
01-27-2020,6.565376391283907
01-28-2020,6.400461017733237
01-29-2020,6.999565404617803
01-30-2020,6.910287983451808
01-31-2020,6.607748290305278
02-01-2020,6.791676945266008
02-02-2020,6.354539173018976
02-03-2020,6.733797428916529
02-04-2020,6.809249446152217
02-05-2020,6.307822274034916
02-06-2020,7.147837528693904
02-07-2020,6.381437742672772
02-08-2020,6.364527044481547
02-09-2020,6.675129656734141
02-10-2020,6.989152599351612
02-11-2020,7.119340678125228
02-12-2020,6.46208937596389
02-13-2020,6.7371748760843255
02-14-2020,6.726643494899667
02-15-2020,6.6571528755686815
02-16-2020,6.478159196458217
02-17-2020,7.354375845891021
02-18-2020,7.177670239471412
02-19-2020,6.833158312657826
02-20-2020,7.019563352225769
02-21-2020,6.915815276746766
02-22-2020,6.752087750631275
02-23-2020,7.176551947612922
02-24-2020,6.49152238980126
02-25-2020,7.220167701564461
02-26-2020,7.145538948913153
02-27-2020,7.139225516180808
02-28-2020,7.415029930729285
02-29-2020,6.961152818097901
03-01-2020,6.5183891690149895
03-02-2020,6.640643792430725
03-03-2020,7.3928902934333145
03-04-2020,6.654185653082776
03-05-2020,6.565196805315514
03-06-2020,6.95089058621231
03-07-2020,6.973572646754012
03-08-2020,7.344606578106732
03-09-2020,6.786472101704865
03-10-2020,7.088626683758076
03-11-2020,6.610765990269716
03-12-2020,7.090568034402567
03-13-2020,6.8748722980173635
03-14-2020,7.047864900714458
03-15-2020,7.065073509274086
03-16-2020,7.129100276524904
03-17-2020,7.374651133277855
03-18-2020,6.686946132682965
03-19-2020,7.407887320537375
03-20-2020,7.131783564628845
03-21-2020,6.8160906526667375
03-22-2020,7.438830888601399
03-23-2020,6.768121072146336
03-24-2020,7.5361487271275065
03-25-2020,7.485909634613101
03-26-2020,7.162602383418202
03-27-2020,6.8499614422581905
03-28-2020,7.489873277652697
03-29-2020,7.494249056333727
03-30-2020,6.78029027679613
03-31-2020,7.6500542900581365
04-01-2020,7.2409964795880875
04-02-2020,6.83153311194577
04-03-2020,6.952448913481809
04-04-2020,7.033675561437834
04-05-2020,6.800146292744951
04-06-2020,7.16157971013374
04-07-2020,7.0985686570410085
04-08-2020,7.500458025045132
04-09-2020,6.889870308722582
04-10-2020,7.573214328875869
04-11-2020,7.35832300617016
04-12-2020,7.290113439626501
04-13-2020,7.32504126027167
04-14-2020,7.259710035921444
04-15-2020,7.097165449013431
04-16-2020,7.209645267988624
04-17-2020,7.064596559423333
04-18-2020,6.975544411202705
04-19-2020,7.789087323049594
04-20-2020,7.354462144864544
04-21-2020,7.855960209031446
04-22-2020,7.128698301214714
04-23-2020,7.722883405944466
04-24-2020,7.859318938393966
04-25-2020,7.496792888292168
04-26-2020,7.843923524318946
04-27-2020,6.965340436003017
04-28-2020,7.189591891664826
04-29-2020,7.883992360303832
04-30-2020,7.901396608434033
05-01-2020,7.645317719920666
05-02-2020,7.8430469006696795
05-03-2020,7.616834892444065
05-04-2020,6.9889851204363875
05-05-2020,7.333753056791234
05-06-2020,7.423674451046063
05-07-2020,7.377080622222699
05-08-2020,7.322863777152001
05-09-2020,7.400055758799786
05-10-2020,8.008276439802128
05-11-2020,7.778062305191202
05-12-2020,7.277314749469414
05-13-2020,7.326404745810375
05-14-2020,7.346552877096678
05-15-2020,7.312220773576963
05-16-2020,8.01687559348519
05-17-2020,7.2212228405292045
05-18-2020,7.114315220549965
05-19-2020,7.872468740570509
05-20-2020,7.210114634643764
05-21-2020,7.621111975017079
05-22-2020,7.893100991145015
05-23-2020,7.410994295032931
05-24-2020,8.085710595808255
05-25-2020,7.905784171230546
05-26-2020,8.061021360721991
05-27-2020,7.3955841853914315
05-28-2020,7.491241004006711
05-29-2020,7.520084422751028
05-30-2020,7.567431917297524
05-31-2020,8.018679985770646
06-01-2020,7.693922922049404
06-02-2020,7.966573551593777
06-03-2020,7.576644492893886
06-04-2020,7.294597598243148
06-05-2020,7.921807484087115
06-06-2020,7.382802294561467
06-07-2020,8.241975294231368
06-08-2020,7.900280828000679
06-09-2020,7.858730460377741
06-10-2020,7.8984117425952425
06-11-2020,7.655157387331916
06-12-2020,7.541191937683713
06-13-2020,7.696468214758986
06-14-2020,7.608566179418359
06-15-2020,7.864118376523099
06-16-2020,7.560691332438829
06-17-2020,7.7404406194806015
06-18-2020,7.610381257982018
06-19-2020,7.614034920549862
06-20-2020,7.881010226334629
06-21-2020,7.7377399614784155
06-22-2020,7.696221116280958
06-23-2020,7.934993662955272
06-24-2020,8.162406095430407
06-25-2020,7.640112111218509
06-26-2020,8.240503706165663
06-27-2020,7.5839608823293005
06-28-2020,7.804612502684648
06-29-2020,8.369334487615475
06-30-2020,8.397760264732632
07-01-2020,7.576495011114694
07-02-2020,7.972367917375471
07-03-2020,7.850218914366387
07-04-2020,7.803875978509117
07-05-2020,7.831678764013123
07-06-2020,8.368122000901277
07-07-2020,7.536021069061667
07-08-2020,8.027480169803116
07-09-2020,7.66134296572852
07-10-2020,8.40415187179749
07-11-2020,8.182994090496017
07-12-2020,7.94406653766905
07-13-2020,8.245369855480185
07-14-2020,7.7308387711262565
07-15-2020,7.9744480083687215
07-16-2020,7.90133127130308
07-17-2020,8.065189687689948
07-18-2020,7.9653104636843635
07-19-2020,7.591844717968383
07-20-2020,8.337415289737201
07-21-2020,7.600023610833585
07-22-2020,7.876985161992513
07-23-2020,8.51609348916582
07-24-2020,7.758204094159663
07-25-2020,7.641144166091813
07-26-2020,8.461340550468917
07-27-2020,7.837765769638956
07-28-2020,7.910793087191837
07-29-2020,8.587481559407259
07-30-2020,8.540152847015335
07-31-2020,8.338486135470866
08-01-2020,8.432698797985445
08-02-2020,8.405154934550872
08-03-2020,8.434265831046398
08-04-2020,8.649575735165559
08-05-2020,8.684179074980523
08-06-2020,8.009518233764386
08-07-2020,8.722531399984524
08-08-2020,8.03045457282898
08-09-2020,8.460045543612406
08-10-2020,8.596978407788667
08-11-2020,8.255889417525003
08-12-2020,8.187111588029307
08-13-2020,8.725350767900885
08-14-2020,7.789275344504791
08-15-2020,8.514537693900362
08-16-2020,8.762371360377918
08-17-2020,8.147234297738981
08-18-2020,8.522199440415996
08-19-2020,8.707333041433495
08-20-2020,8.507390692015017
08-21-2020,8.594874436616006
08-22-2020,8.20613370647021
08-23-2020,8.320918309524226
08-24-2020,8.260222589469432
08-25-2020,7.967772153822483
08-26-2020,8.165562714183215
08-27-2020,7.926346314407158
08-28-2020,8.697636067436177
08-29-2020,7.947408559620451
08-30-2020,8.130833521022241
08-31-2020,8.003276460594572
09-01-2020,8.632257698976247
09-02-2020,8.685743440566185
09-03-2020,8.838953444830501
09-04-2020,8.150402502497931
09-05-2020,8.026068023685426
09-06-2020,8.282324407583054
09-07-2020,8.638216526432943
09-08-2020,8.62684034593523
09-09-2020,8.005458127210568
09-10-2020,8.609749429355968
09-11-2020,8.215167974853724
09-12-2020,8.424849957615612
09-13-2020,8.729101973368476
09-14-2020,8.14328129257569
09-15-2020,8.323740011070692
09-16-2020,8.321514498651098
09-17-2020,9.040667500580303
09-18-2020,8.672218999930639
09-19-2020,8.266384785862227
09-20-2020,8.500482406280335
09-21-2020,8.809368250994037
09-22-2020,8.81885078750784
09-23-2020,8.380952750091792
09-24-2020,8.357649658112477
09-25-2020,8.157832016778006
09-26-2020,9.002036430744456
09-27-2020,8.191321869294818
09-28-2020,8.976408130376022
09-29-2020,8.597166785855336
09-30-2020,9.099841867146043
10-01-2020,8.993176278919659
10-02-2020,9.150020036886318
10-03-2020,9.020497410142731
10-04-2020,8.88625016083241
10-05-2020,8.959548505414856
10-06-2020,8.299432844690074
10-07-2020,8.478067578036578
10-08-2020,8.980313877108193
10-09-2020,8.342789878222554
10-10-2020,8.745729502943608
10-11-2020,8.877779676200761
10-12-2020,8.977347520187756
10-13-2020,8.358876509345299
10-14-2020,9.086470720075297
10-15-2020,8.777100107601221
10-16-2020,8.464964413184182
10-17-2020,8.508830769197022
10-18-2020,8.620378219613277
10-19-2020,9.107287261122519
10-20-2020,9.063417396582329
10-21-2020,9.24297532948042
10-22-2020,8.499792570044997
10-23-2020,8.433818691720896
10-24-2020,8.661027030877154
10-25-2020,8.592879516835604
10-26-2020,9.050838862447902
10-27-2020,8.579876219130503
10-28-2020,8.657125299342438
10-29-2020,8.667854658003552
10-30-2020,8.521113455945823
10-31-2020,8.499507824503112
11-01-2020,8.624168447484214
11-02-2020,9.135936490031009
11-03-2020,9.352711535204845
11-04-2020,9.28649154295374
11-05-2020,9.054811987298338
11-06-2020,9.093860137474095
11-07-2020,9.161179900101187
11-08-2020,8.645053233383422
11-09-2020,9.303857098994758
11-10-2020,8.492312653091163
11-11-2020,8.61219129783308
11-12-2020,9.374027566148643
11-13-2020,9.387670312067074
11-14-2020,8.658448917001909
11-15-2020,9.386404545665526
11-16-2020,8.70271532360798
11-17-2020,9.238691028930038
11-18-2020,8.75139988714745
11-19-2020,8.772747584565101
11-20-2020,9.221467760262867
11-21-2020,8.798808498370384
11-22-2020,9.297767270290228
11-23-2020,9.05448518584887
11-24-2020,9.28700182166209
11-25-2020,9.50859155454186
11-26-2020,9.135991016826088
11-27-2020,9.549875180025454
11-28-2020,9.495972276099836
11-29-2020,8.9682328544339
11-30-2020,9.07429093658135
12-01-2020,9.066818049649326
12-02-2020,9.481900911856728
12-03-2020,8.68860048782046
12-04-2020,8.759275334991242
12-05-2020,9.579624230775922
12-06-2020,9.60204901663662
12-07-2020,8.862546470961565
12-08-2020,9.664238948794095
12-09-2020,9.044861048396184
12-10-2020,9.069888880125065
12-11-2020,9.019337304578123
12-12-2020,9.229579009639355
12-13-2020,8.79018126680993
12-14-2020,9.336606030449492
12-15-2020,9.524622967780305
12-16-2020,9.156876317118005
12-17-2020,9.139450898654294
12-18-2020,8.847451312263281
12-19-2020,8.814128468545977
12-20-2020,9.60620986280741
12-21-2020,9.33736846832731
12-22-2020,9.65209246758393
12-23-2020,9.413883844340813
12-24-2020,9.439408396431704
12-25-2020,9.63535643510257
12-26-2020,9.253835226301064
12-27-2020,9.546118670846448
12-28-2020,9.407469407932538
12-29-2020,9.273095655744408
12-30-2020,9.709385674608981
12-31-2020,9.832628443342935
01-01-2021,9.753151052171436
01-02-2021,8.941380463362913
01-03-2021,9.560222623769693
01-04-2021,9.417949541853497
01-05-2021,9.008167107397806
01-06-2021,9.819901190627501
01-07-2021,9.190768502356645
01-08-2021,9.081310140962659
01-09-2021,9.325284108944002
01-10-2021,9.112567962307695
01-11-2021,9.131442613797613
01-12-2021,9.05070656085609
01-13-2021,9.010472959272157
01-14-2021,9.509050939059788
